ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT DESCRIPTION,CDC DATE,COC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,TIF SUBSIDY PERCENTAGE,AFFORDABLE UNITS,WARD,COMMUNITY AREA,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1001,Lawrence/Pulaski,Thai Town Center TIF,4461 N Pulaski Rd,,"Located in Albany Park, the project will renovate a former police station to 6,216 square feet of commercial/retail space to be occupied by a 3,435 square foot Thai Tapas restaurant, a 1,126 square foot Thai Spa and Wellness Center and 655 square feet of office space for the Thai American Association. In addition to these users there will be 1,000 square feet of office space available for other commercial retail tenants. Thai Town Center Inc.hopes to create a center for Thai Culture in Chicago with the implementation of this project.",04/13/2011,,1506306,3365730,44.75,,35,Albany Park,1148957.376637025,1929594.371906684,41.962739983,-87.727728722,"(41.96273998329415, -87.72772872228448)"
1334,Midwest,Liberty Square,705 S Independence Bv,"Liberty Square L.P. and H.I.C.A., Inc.","Located in East Garfield Park community, the project consists of construction of 66 residential units in (12) 3-story walk-up buildings and 66 parking spaces. 59 of the units will be affordable at 60% area median income.",06/23/2004,,1900000,14338917,13.25,59,24,East Garfield Park,1151407.461422058,1896705.239792451,41.872441378,-87.719585994,"(41.872441377579264, -87.71958599449553)"
10987,Wilson Yard,Wilson Yard,1035 W Montrose Av,"Wilson Yard Development I, LLC","Located in the Uptown community, the project demolished two buildings to construct a 180,000 square foot Target department store, 15,000 square foot Aldi grocery store, senior housing, low-income housing, additional retail, and 555 parking spaces.

The Low Income Project shall mean the 98 units financed with HOME funds and required to be occupied by Low Income families.",05/11/2005,01/24/2011,54228392,162752711,33.32,98,46,Uptown,1168391.684685905,1929341.323920814,41.961646462,-87.656283569,"(41.961646462011565, -87.65628356888453)"
10739,35th/Halsted,IGA - PBC - Ramova Theater,3518 S Halsted St,Public Building Commission,An Intergovernmental agreement between the City of Chicago and the Public Building Commission,05/09/2012,,300038,300038,100,,11,Bridgeport,1171507.19247898,1881440.254272629,41.830134925,-87.646239662,"(41.83013492477298, -87.6462396618267)"
1435,West Ridge Peterson,Venture - Peterson Ave,2036 W Peterson Av,May Company,"Located in the West Ridge community area, the project constructed a 110,000 square foot shopping center.",11/24/1988,,3000000,12000000,25,,40,West Ridge,1161506.429958194,1939897.646048881,41.990759945,-87.681302158,"(41.99075994482433, -87.68130215769236)"
1044,Western/Rock Island,IGA - CBE - Morgan Park High School,1744 W Pryor Av,Chicago Public Schools,Intergovernmental Agreement with Board of Education to provide TIF funds to reimburse CPS for the cost associated with the installation of ceiling fans in the school building.,02/07/2012,,44000,44000,100,,19,Morgan Park,1166609.569747291,1831085.382130598,41.692060407,-87.665643091,"(41.692060407024734, -87.6656430914174)"
1489,Central West,Rush University Medical Center,1611 W Harrison St,Rush University Medical Center,"Rush University Medical Center is a major medical center on the west side.  The project is a multi-phased expansion/rehabilitation of their campus, which includes: demolition and replacement of 7 obsolete structures; renovation of 7 buildings; design and construction of a new Patient Care Tower, a 213,000 square foot Ambulatory Care Center, parking structure, central energy plant, loading docks and a new emergency room.",07/30/2008,,75000000,900701000,8.33,,"2,27",Near West Side,1165664.30540304,1897409.398864088,41.874081989,-87.667222759,"(41.874081988696005, -87.66722275934995)"
1278,Central Loop,Sears - One North Dearborn,1 N Dearborn St,1 North Dearborn Trust,"Located in the Loop, the project includes the renovation of 243,000 square feet for a full-line Sears Department store to be located on the lower level and the first four floors of the 17-story building.",11/17/1999,01/16/2004,13515833,127397000,10.61,,42,Loop,1175980.676683144,1900388.108593045,41.882029806,-87.629256444,"(41.88202980644916, -87.62925644446256)"
14184,Western/Rock Island,IGA - CPD - Ridge Park,1817 W 96th St,Chicago Park District,"Located in Beverly, the project includes major rehabilitation to the cultural center which include electric service, mechanical and lighting upgrades, reconfigure auditorium and restrooms, accessibility to second level including new elevator, building envelope masonry, windows, and doors.",03/24/2021,,1000000,1600000,,,19,Beverly,1165826.500078269,1840972.227051538,41.719208154,-87.668230467,"(41.71920815439261, -87.6682304672786)"
1621,Central West,Viceroy Hotel,1519 W Warren Bv,"Heartland Housing, Inc","Located on the Near West Side, the project consist of the rehabilitation of a six-story elevator building, formerly known as the Viceroy Hotel, into 89 affordable single room occupancy studio rental apartments with approximately 2,000 square feet of ground floor commercial space and surface parking.",09/08/2011,05/28/2014,3876673,22296720,17.39,89,27,Near West Side,1165979.299577472,1900396.393420138,41.882271828,-87.665980977,"(41.88227182766849, -87.66598097669244)"
1780,Devon/Western,IGA - CPD - Park - Rosehill Cemetery,5600 N Western Av,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,08/15/2012,,700000,3500000,20,,"46,47,40",West Ridge,1159271.478268434,1937145.967127434,41.983255624,-87.689598914,"(41.9832556241999, -87.68959891449154)"
12687,,Senior Suites of Central Station,1400 S Indiana Av,,Project shall mean the acquisition of real property and the construction on such property of a building comprised of 96 units for occupancy by elderly residents who are low-income families.,08/02/1995,11/21/2000,960000,,,96,"42,3",Near South Side,1177842.093678392,1893842.680240401,41.864026665,-87.622620427,"(41.864026664933036, -87.62262042699355)"
1538,Madden/Wells,Madden Wells - 2-A - Rental,3859 S Vincennes Av,Oakwood Shores Phase 2A Associates L.P.,The project includes construction of 199 rental units in 14 buildings.   The units include 57 market rate units and 142 affordable units at or below 60% area median income.  81 of the affordable units replaced public housing.,09/05/2007,11/01/2010,2900000,57569913,5.04,142,"3,4",Oakland,1180730.095752412,1879250.692628027,41.823919201,-87.612468443,"(41.82391920067366, -87.61246844341566)"
500082,49th/St. Lawrence,Cornerstone Apartments,4950 S Langley Av,Related Midwest,"Located in Grand Boulevard, the project includes a total of 59 units, with 52 units being allocated as Low Income Housing Tax Credit units. These apartments were built for low and moderate-income families. The buildings will meet the Energy Star rating.",06/04/2014,03/17/2016,2000000,15074487,13.27,52,4,Grand Boulevard,1181729.296657553,1872129.616555647,41.804355351,-87.60902296,"(41.804355351115625, -87.60902296010741)"
12378,West Irving Park,IGA - CPD - Portage Park Ball field Lighting,4100 N Long Av,Chicago Park District,The proposed project will add LED ball-field lighting to the senior and junior baseball fields.  The project extends playing season and expands high school baseball and softball programming.,11/08/2017,,400000,400000,100,,38,Portage Park,1139577.656306665,1926748.675784614,41.955107868,-87.762284581,"(41.9551078676731, -87.76228458139845)"
11551,"51st/Lake Park,53rd Street",City Hyde Park TIF,5100 S Lake Park Av,Antheus Capital,"Located in Hyde Park, the project includes a mixed-use retail and residential development comprised of approximately 105,000 sq ft of retail, anchored by a 30,000 sq ft grocery store, as well as one residential tower above the Retail Space comprised of approximately 180 residential units (144 market rate and 36 affordable units), and an underground parking garage with a minimum of 350 spaces and containing certain green initiatives.",01/15/2014,12/21/2016,11321242,113445664,9.98,38,4,Hyde Park,1187472.986558923,1871458.763455783,41.80237973,-87.587979407,"(41.802379729614486, -87.58797940662785)"
12188,"Red and Purple Modernization Phase One Project,Red and Purple Modernization Phase One Project",Red and Purple Modernization Phase One Project Redevelopment and Intergovernmental Agreement,1052 W Buena Av,Chicago Transit Authority,"The project will utilize certain incremental property tax revenues from the area to finance the development, expansion or rehabilitation of new or existing transit passenger stations; transit maintenance, storage or service facilities, and rights of way for use in providing transit.",11/30/2016,,622000000,2131000000,29.19,,"2,43,44,46,47,48",Uptown,1168287.942198428,1928205.184014711,41.958531102,-87.656697966,"(41.95853110222961, -87.65669796581884)"
1794,River South,IGA - CTA - 18th St. Connector,26 W 18th St,Chicago Transit Authority,"Located in the Near South Side, the work will primarily consist of rehabilitation and repair efforts.  Improvements include; track renewal on the elevated structure, waterproofing the structure's deck and applying anti-corrosion coating, and structural repairs based on findings from a detailed structural evaluation.",02/09/2013,,7000000,25000000,28,,"2,3",Near South Side,1176318.501551583,1891601.720618074,41.857911797,-87.628280966,"(41.85791179738786, -87.62828096585427)"
1602,Chicago Lakeside Dev - Phase 1 (USX),South Works - McCaffery,8101 S Brandon Av,"Chicago Lakeside Development, LLC","Located in South Chicago, the proposed project is a mixed-use development consisting of a single tower with 250 residential rental units. In addition, the project contains 136 affordable units for sale and 3 high-rise buildings with 598 units. Infrastructure and utility work is also included.",09/08/2010,,96859748,396693757,24.42,,"10,7",South Chicago,1198930.774144858,1851841.713601376,41.748269101,-87.546617934,"(41.74826910082423, -87.54661793436554)"
1500,119th/Halsted,Hancock House Sr Apts,12045 S Emerald Av,Hancock House LP,The Hancock House Senior Apartments project is located 119th/Halsted TIF District. The project consist of the construction of a 7-story building containing 89 units of senior housing and 37 parking spaces. 80 units will be affordable. 15 affordable units will be set aside for tenants with less than 30% of AMI.,12/02/2009,,575000,19163496,3,80,34,West Pullman,1173523.536248522,1824810.062634445,41.674690078,-87.640514842,"(41.674690077851416, -87.64051484233987)"
10730,Near South <Central Station,IGA - CTA - Red Line Harrison Station Rehabilitation,608 S State St,Chicago Transit Authority,An intergovernmental agreement between the City of Chicago and the Chicago Transit Authority to provide Tax Increment Financing (TIF) assistance for rehabilitation of Harrison Street rapid transit station on the Red Line.,11/15/2012,,10000000,10000000,100,,"2,4",Loop,1176412.732050429,1897603.215606213,41.87437816,-87.627754027,"(41.8743781602792, -87.62775402746496)"
1256,Canal/Congress,Union Station Health Club,444 W Jackson Bv,"UNION STATION REDEVELOPMENT, L.L.C.,","Located in the Loop, the project includes rehabilitation and renovation of 68,000 square foot building.  The complete interior demotion of the project will rehabilitate the building as a 60,500 square feet fitness center and 7,500 square feet medical and wellness center to be operated by Rush Presbyterian St. Luke's Medical Center or an affiliate or other operator.  The project also consists of retail on the main floor, outdoor riverfront seating, and public improvements.",03/07/2001,,2200000,13800000,15.94,,"2,42",Near West Side,1173202.61388611,1898953.550966654,41.878155377,-87.639499956,"(41.87815537704807, -87.63949995628163)"
1601,47th/State,TRC Sr Village I,346 E 53rd St,,"Located in Washing Park, the new construction project consists of a 7-story building with 70 HOME financed affordable housing units for seniors and 25 parking spaces.",06/30/2009,03/16/2011,725000,13826130,5.24,70,3,Washington Park,1179447.490115856,1869994.898088736,41.798549956,-87.617456693,"(41.798549955812796, -87.61745669340067)"
11038,"River West,River West",IGA - CTA - Blue Line Modernization River West,800 W Grand Av,Chicago Transit Authority,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,03/10/2014,,6500000,63000000,10.32,,27,West Town,1170936.505368064,1903723.247973158,41.891293713,-87.647680593,"(41.891293712960874, -87.6476805930264)"
12882,Near North,Seward Park,375 W Elm St,Chicago Park District,"The project renovates an existing field house and new playground.   The improvements include roof replacement, window restoration and accessibility improvements.",04/18/2018,,4000000,4000000,100,,27,Near North Side,1173276.260203627,1907911.642907509,41.902735276,-87.638963374,"(41.90273527591827, -87.6389633736776)"
12418,Ogden/Pulaski,IGA - CBE - ADA - Mason III,4217 W 18th St,Chicago Public Schools,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,09/01/2017,,916931,916931,100,,24,North Lawndale,1148477.254762693,1891003.44126503,41.856851942,-87.730491172,"(41.85685194221634, -87.73049117213729)"
10435,Western Avenue South,IGA-CBE-Coonley,4046 N Leavitt St,Chicago Public Schools,"An Intergovernmental Agreement between the City of Chicago and the Board of Education for the improvement of John C. Coonley School. The facility will receive new lighting throughout, including exterior lighting replacement. For the interior of the school, there will be new finishes in classrooms, hallways and stairwells. The project includes replacement and upgrade of mechanical systems, and a new warming kitchen with lunchroom renovations. On the exterior of the building, masonry cleaning will be performed. Additionally, a new playground and new parking lot will be provided, with new landscaping and athletic field improvements. The estimated cost for these improvements is $4 million dollars, with the work proceeding over the next year to year and a half.",03/05/2014,,2201500,3749690,58.71,,47,North Center,1160924.13677464,1927061.470285601,41.955549054,-87.683801946,"(41.95554905400421, -87.68380194599335)"
14135,Madison/Austin Corridor,IGA - CPD - Austin Town Hall,5610 W Lake St,Chicago Park District,"Located in Austin, the facility renovation includes ADA access to entrance, lobby restrooms and locker rooms; improvements to upgrade stage, lighting, sound and accessibility in auditorium. Additionally, the project includes plumbing, drainage, electrical service upgrades and site access improvements as needed.",02/24/2021,,1500000,1500000,,,29,Austin,1138840.168073565,1902232.755477203,41.887846918,-87.765592446,"(41.88784691787575, -87.76559244621006)"
1298,47th/Ashland,Bishop Plaza,4626 S Bishop St,"Bishop Plaza, L.L.C.","The project consists of redevelopment of the former site of Bishop Plaza Shopping Center that previously included a Jewel grocery store and a gas station service station.  The project will rehabilitate a 56,000 square foot building, constructing a 6,000 square foot building, environmental remediation of the former gas station, and redesign of the current parking lot.",05/05/2004,07/08/2008,2200000,10240542,21.48,,"3,15",New City,1167410.503795914,1873941.487358912,41.809646446,-87.661485561,"(41.809646446414675, -87.66148556130851)"
1481,Stony Island Commercial/Burnside Industrial,IGA - CPD - Park 0237 - Jesse Owens,2100 E 88th St,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,12/01/2009,,1650000,8600000,19.19,,8,Calumet Heights,1191720.195356246,1847078.482400383,41.735376241,-87.57319359,"(41.735376241325746, -87.57319358968668)"
1423,Near South <Central Station,Filmworks Lofts Condo,1318 S Wabash Av,Wabash L.P.,"The project includes rehabilitation and conversion of three-story and ten-story structures as 87 residential condominium units, and construction of 56 indoor and 64 outdoor parking spaces.  The condominium units include a mix of 1-bedroom and 2-bedroom units ranging in size from 800 to 1,800 square feet.",09/14/1994,,2060000,12535698,16.43,,"2,3",Near South Side,1176937.67117618,1894257.191969061,41.865184609,-87.625927948,"(41.865184609311314, -87.62592794838997)"
1720,Clark/Ridge,IGA - CBE - ADA - Hayt,1518 W Granville Av,,"Located in Edgewater, the project includes ADA improvements at Hayt School.  Improvements included new ramps, interior and exterior doors, fire alarm, lighting, signage and drinking fountains.",04/13/2011,,2409853,2422830,99.46,,48,Edgewater,1164969.802037723,1941312.085399475,41.99456814,-87.668522704,"(41.994568139516936, -87.66852270401607)"
14142,"West Woodlawn,Woodlawn",Friend Health TIF,6250 S Cottage Grove Av,Friend Health Title Holding Corporation,"Development of a 128,000 square foot medical campus in two phases; (1) redeveloping the former Cosmo Beauty Supply building located at 6250 S. Cottage Grove Avenue into a 45,000 square foot health clinic and medical offices (?Phase I?), and (2) constructing a new 83,000 square foot medical annex building that includes 16,500 square feet of administrative offices, dental suite, retail and community space and an integrated 140 car parking facility on the vacant lots located on 63rd Street between Evans Street and Langley Avenue immediately west of the Phase I site (?Phase II?).",11/20/2020,,8000000,37420843,,0,20,Woodlawn,1182603.475367408,1863525.82496863,41.780725545,-87.606083847,"(41.78072554513874, -87.60608384712403)"
11036,River South,IGA - CTA - Blue Line Modernization River South,127 W Congress Pw,Chicago Transit Authority,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA Pending,03/10/2014,,1250000,63000000,1.98,,"25,4",Loop,1175359.480102977,1897999.428950864,41.875489088,-87.631609163,"(41.87548908786712, -87.63160916325758)"
1362,River West,Metra Market,117 N Clinton St,"MetraMarket of Chicago, L.L.C., and Ogilive Transit Center Investor, Inc.","The project includes rehabilitation of  approximately 200,000 square feet of retail shopping center.  Within the space, there will be restaurants, retail, a fresh food market, and 100 parking spaces.",09/13/2006,05/06/2010,12000000,43649000,27.49,,42,Near West Side,1172749.080797811,1900987.419103311,41.883746492,-87.641104976,"(41.88374649180804, -87.64110497582169)"
1041,Western/Rock Island,Home Run Inn,10900 S Western Av,"CP MOK Properties, LLC.","Located in Morgan Park, the project includes the construction of a 4,500 square foot commercial facility with approximately 20 parking spaces that be leased out to Home Run Inn Pizza. The project will create 35 permanent jobs (10 full-time and 25 part-time) and approximately 50 temporary construction jobs.",12/14/2011,05/12/2016,350000,1556995,22.48,,19,Morgan Park,1162292.764405723,1832249.722835735,41.6953463,-87.681415356,"(41.69534630027884, -87.68141535642928)"
1433,Stockyards SEQ,Marina Cartage,4450 S Morgan St,Marina Cartage,"Located in the New City community area, the project includes construction of 32,000 square foot building for use as a truck maintenance, warehouse, dispatch and service facility.",02/07/1996,,1135972,4543888,25,,11,New City,1170351.223029229,1875094.712488393,41.812747424,-87.650665894,"(41.81274742437032, -87.65066589354052)"
1492,Lawrence/Kedzie,IGA - CPD - Park 0042 - Kiwanis,3315 W Carmen Av,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,01/13/2011,,475000,475000,100,,39,North Park,1153208.34312301,1933650.397940519,41.973786461,-87.711991277,"(41.973786461302645, -87.71199127664416)"
14183,Near North,IGA - CPD - Durso (John) Park,421 W Locust St,Chicago Park District,"Located in Near North Side, the project includes new playground equipment.",03/24/2021,,250000,250000,,,27,Near North Side,1173077.299648782,1906476.25627967,41.898800914,-87.639736812,"(41.898800913732124, -87.63973681177912)"
14224,Touhy/Western,Hayt Elementary School Athletic Field,1518 W Granville Av,Chicago Public Schools,"Intergovernmental Agreement between City and CPS/BOE to replace the athletic field at Stephen Hayt Elementary School, using TIF funds.",04/21/2021,,200000,600000,,,48,Edgewater,1164969.802037723,1941312.085399475,41.99456814,-87.668522704,"(41.994568139516936, -87.66852270401607)"
1616,Fullerton/Milwaukee,Sachs Hairpin - Lofts,3414 W Diversey Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.","Located in Logan Square, the project consists of the rehabilitation of a 6-story building containing 28 residential rental units. 25 units will be affordable.",12/02/2009,07/31/2012,7151770,11062899,64.65,25,35,Avondale,1153078.890162601,1918447.9979167,41.932072594,-87.712872038,"(41.93207259354385, -87.71287203813056)"
10728,"Calumet Cermak,Michigan/Cermak,Michigan/Cermak",IGA - MPEA - Cermak Road Streetscape Project,2161 S Prairie Av,Metropolitan Pier and Exposition Authority,Intergovernmental agreement with Metropolitan Pier and Exposition Authority for provision of Tax Increment Financing (TIF) assistance for Cermak Road Streetscape Project.,06/05/2013,,360000,360000,100,,"4,3",Near South Side,1178447.905447559,1889822.857647959,41.852982233,-87.620519055,"(41.85298223333377, -87.62051905486715)"
11160,Near North,Clybourn & Division,454 W Division St,"Boxelder Court, LLC","Located in Near North, this proposed development will be the acquisition and new construction of a single, seven-story elevator building, that will contain 84 rental units, 76 parking spaces, and retail on the ground floor, which will include a daycare center and restaurant.  The units will be housed on floors three through seven, and will consist of 26 for public housing tenants, 16 affordable to households at 60% area median income (AMI) and below, ten units for households at 80% AMI, and 32 for market rate renters. The first floor will house the daycare, a restaurant, and other retail shops which will front Clybourn Avenue, and the entry for the residential will be accessed off of Division Street.  Additionally, the building will contain various indoor and outdoor amenities for residents, and provisions for bike storage.",10/14/2015,03/14/2018,8100000,37920974,21.36,52,27,Near North Side,1172885.164016142,1908321.863527532,41.903869621,-87.640387755,"(41.903869621035135, -87.6403877550922)"
12338,Roosevelt/Racine,Addams Medill Sports Center,1301 W 14th St,Chicago Park District,"Addams Park is an existing 9.24-acre park located in the Near West Side Community.� Approximately $25,000,000 will be invested in a new single story building that includes a 100,000 square foot indoor track, artificial turf field, basketball courts, club rooms, pantry, restrooms, offices, reception, and storage space.�",10/31/2018,,5000000,25000000,20,,"28,25",Near West Side,1167895.907524173,1893487.722068956,41.863272775,-87.65914247,"(41.86327277476954, -87.65914247037283)"
500465,Western Avenue South,Clark Park Baseball Stadium,3401 N Rockwell St,,"Clark Park is located at 3400 N. Rockwell within the North Center community area.  The Chicago Park District has partnered with the Chicago Public Schools and the Chicago Cubs to construct a new high school baseball stadium.  The regulation size stadium will allow Lane Tech High School to utilize it for their outdoor athletic programs.  Pursuant to a separate agreement, the Board of Ed and the Chicago Park District will provide access to the public when not used for school programming. 


The proposed stadium will be located on property owned by the Board of Ed, Devry, and the Chicago Park District.  The Chicago Cubs, through Turner Construction, will construct the stadium for the Chicago Park District.   Upon completion the property will be entirely conveyed to the Park District.    
		Total cost for the construction of the baseball stadium is $5,200,000.  

		Sources budget :
		Western Ave TIF	  			$   1,250,000
	 	Chicago Cubs 				$   1,000,000
		Kerry Wood Family Foundation		$   1,000,000
		Turner Construction			$      700,000
		Chicago Park District			$      500,000
		Chicago Public Schools 			$      750,000
			Total project cost	=		$   5,200,000 	
				
Uses Budget: 						
Fieldhouse (design and construction)	$   5,200,000
					$   5,200,000",02/27/2012,,4750000,10200000,46.57,,47,North Center,1158297.643908062,1922523.607964732,41.943151103,-87.693582018,"(41.94315110253108, -87.69358201759944)"
1274,Central Loop,Dearborn Center,123 S Dearborn St,Dearborn Center LLC,"Located in the Loop, the project includes construction of 1.5 million square feet 37-story building and 11-story low-rise building for retail and office.  The building includes 200 space parking garage and 98,000 square feet of retail space.",10/31/2001,,10000000,337200000,2.97,,42,Loop,1175998.147152788,1899667.125665104,41.880050994,-87.629214015,"(41.88005099434822, -87.62921401451015)"
1028,LaSalle Central,United Airlines Headquarters,233 S Wacker Dr,"UAL Corp. and United Airlines, Inc.","Located in the Loop, the project includes renovation of approximately 400,000 square feet of office and lobby space for the United Airlines Headquarters.",10/07/2009,03/27/2012,25889768,71786650,36.06,,"2,42",Loop,1174011.901942248,1899107.617348718,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
1730,Central West,IGA - CPD - Park 0211 - Skinner - Dog Park,1331 W Monroe St,Chicago Park District,"Project includes the environmental remediation of the Property and, on the Property, the design
and construction of an approximately 17,000 square foot Dog Friendly Area, which will provide
such amenities as lighting, water, safety gates, landscaping, custom surfacing and seating.",01/18/2012,,465000,715000,65.03,,27,Near West Side,1167401.998870892,1899637.690461369,41.880159412,-87.660778672,"(41.880159411931984, -87.66077867192986)"
1039,Stevenson Brighton,Pulaski Promenade,4150 S Pulaski Rd,IBT Group L.L.C.,"Located in the Archer Heights community area, the project includes developing a 133,000 square foot retail shopping center anchored by several national retailers, out-parcel shops, a restaurant, and a bank.",06/25/2014,11/01/2016,7935395,33286164,23.84,,14,Archer Heights,1150333.393699938,1876514.578992643,41.817056643,-87.724055299,"(41.817056643315546, -87.72405529937818)"
1728,Canal/Congress,Hillshire Brands,400 S Jefferson St,Hillshire Brands Company,"Located on the Near West Side, the project includes build-out of 220,000 square feet of office space at 400 S. Jefferson St., where it will relocate 500 jobs from Downers Grove and create up to 150 new positions.",09/12/2012,01/01/2014,6500000,30142963,21.56,,"2,25",Near West Side,1172350.940942014,1898410.56724733,41.876684244,-87.642643121,"(41.876684243746574, -87.64264312089719)"
1751,Lawrence/Kedzie,IGA - PBC - Albany Park Library,5150 N Kimball Av,Public Building Commission,An intergovernmental agreement between the City of Chicago and the Public Building Commission,11/02/2011,,15000000,15345000,97.75,,39,North Park,1152738.715607592,1934228.175283259,41.975381251,-87.71370286,"(41.975381250634605, -87.71370286008175)"
500468,West Irving Park,Merrimac Park,6343 W Irving Park Rd,Chicago Park District,An intergovernmental agreement between the City of Chicago and Chicago Park District.,04/25/2012,,615000,615000,100,,38,Dunning,1133179.255095421,1925871.599320881,41.952815664,-87.785827292,"(41.95281566373787, -87.78582729161174)"
1494,Chicago/Kingsbury,Barry Callebaut,601 W Chicago Av,"Barry Callebaut USA, LLC","The Barry Callebaut project is located in the Chicago/Kingsbury TIF District. The economic development project consist of the redevelopment of 11,000 square feet by a chocolate manufacturer for the purpose of office space, headquarters, sales center and research and development.",07/29/2009,,880000,3520000,25,,"27,42",Near North Side,1172198.480693976,1905581.715248041,41.896365692,-87.642991082,"(41.896365692486896, -87.64299108221604)"
12561,Stony Island Commercial/Burnside Industrial,Imani Village Advocate Medical Center,901 E 95th St,"Trinity 95th and Cottage Grove Planned Community Development, Series LLC","Trinity 95th and Cottage Grove Planned Community Development, LLC is undertaking Trinity Advocate Medical Center, a newly constructed addition and partial renovation of a 60,559 SF building.  The Class B commercial space will house a 13,000 SF Advocate Medical Center as well as other smaller tenants.  The office building will be part of a larger Planned Development, which will contain housing, retail and commercial space.  Trinity already owns the land.  This project will be the first phase of the Imani Village development, which will serve as a catalyst for the Pullman community.",04/18/2018,,981022,7641022,12.84,,8,Pullman,1183924.997499472,1842126.882994717,41.721973866,-87.60190589,"(41.72197386591992, -87.60190588955366)"
1508,Devon/Sheridan,UG2 - 1401-1405 W Devon,1401 W Devon Av,"Uncommon Ground, Inc., UG2, LLC","Located in the Edgewater community, the project consists of rehabilitation and redevelopment of a 4,000 square foot building as a restaurant and entertainment venue.",09/05/2007,05/15/2008,517234,2068935,25,,"40,48",Edgewater,1165764.414244696,1942577.952566954,41.998024743,-87.665563458,"(41.99802474346836, -87.66556345762727)"
12421,Central West,IGA - CBE - Skinner West Elementary - Annex Construction,1260 W Adams St,Chicago Public Schools,Construction of a four-story annex that will relieve overcrowding at an existing school.,09/01/2017,,10000000,30000000,33.33,,27,Near West Side,1167788.280644806,1899265.83157391,41.879130688,-87.659371019,"(41.8791306875576, -87.65937101903285)"
10632,South Works Industrial,IGA - CPD - Steelworks Park (Park 523),3801 E 87th St,Chicago Park District,"Steelworkers Park (Park 523) is located at 3801 E. 87th Street in the East Side Community Area. The requested $676,000 from South Works TIF funding will be used for removal of old debris remaining from the sites history as a steel plant, creating of a sculpture, fencing, fencing, water drinking fountain, lighting, benches, plantings, creating a climbing wall on the old ore walls, and driveway improvements. 

The park is a component to complete public ownership of the lakefront.

Funding sources:   $676,000 South Works Industrial TIF (100%) 

Project budget:
sculpture                $190,000
fencing                   $130,000
debris removal       $  56,000
utilities                    $180,000
climbing wall           $  60,000
grading                  $   20,000
surveys                  $   20,000
driveway                 $  20,000
Total =                   $ 676,000

TTF approved full amount, but not to include any costs for the sculpture.",11/04/2014,,676000,676000,100,,10,South Chicago,1202840.849846766,1848079.883318335,41.737847405,-87.532418773,"(41.737847405322036, -87.53241877253016)"
1487,111th/Kedzie,Mt Greenwood Walgreens Center,3200 W 111th St,Gendell Partners,The project is located in the 111th Kedzie TIF district. The project consists of the redevelopment of the 1.9 acre site at the northwest corner of 111th and Kedzie into a two building of a Walgreens-achored retail center with 73 cars parking lot.,11/05/2008,,1500000,10733092,13.98,,19,Mount Greenwood,1156983.393260757,1830872.988399817,41.691676914,-87.700891901,"(41.69167691352474, -87.70089190059177)"
12860,43rd/Cottage Grove (DOH),45th Cottage Grove - Phase 1,4400 S Cottage Grove Av,The Michaels Organization,"Located in Grand Boulevard, the project includes the new construction of 84 units in two four-story buildings with ground floor commercial/retail space. 59 units (70% of total units) will be affordable for households earning no more than 60% AMI, and the remaining 25 will be market-rate.",10/31/2018,,7200000,36999274,19.46,59,4,Grand Boulevard,1182295.450426361,1875978.516578552,41.814903924,-87.606827264,"(41.81490392424132, -87.6068272642158)"
1569,LaSalle Central,Lyric Opera Building,20 N Wacker Dr,Lyric Opera of Chicago,"Located in the Loop, the project consists of restoration of the historic exterior doors and storefront windows on the Wacker Drive and Madison Avenue facades of the building.",06/09/2010,09/11/2012,488844,1479032,33.05,,42,Loop,1173823.275983418,1900509.390202508,41.882410906,-87.63717471,"(41.88241090648542, -87.63717471046387)"
1272,North/Cicero,North Cicero,1600 N Cicero Av,North and Cicero LLC,"Located in the Austin community area, the project includes the construction of a 173,000 square foot shopping center.",04/21/1999,,3000000,20478550,14.65,,37,Austin,1144049.44292494,1910221.223021598,41.909672002,-87.746261304,"(41.9096720015102, -87.74626130363035)"
1265,Pilsen Industrial Corridor,Steiner American Linen,2665 S Leavitt St,Steiner Corp.,"Located in the Lower West Side community, Steiner American Linen will relocate from their current facility at 225 W. Chestnut to a new 150,000 square foot laundry facility which they will construct. In addition, they will reuse 11,000 square feet of recently constructed storage and truck maintenance space, rehabilitate 10,000 square feet of existing office space, and demolish the existing garage and freight terminal.",10/31/2001,01/05/2004,3560000,25238110,14.11,,25,Lower West Side,1162170.385063214,1886261.240552916,41.843564046,-87.680362086,"(41.8435640455916, -87.68036208599347)"
